id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3187576,2,2016-01-06 07:29:02,2016-01-06 07:49:21,1,-73.965,40.805,-73.97,40.76,N,1219
id2784061,1,2016-01-06 06:47:26,2016-01-06 06:50:04,1,-73.985,40.745,-73.98,40.755,N,158
id1041398,2,2016-01-06 08:55:30,2016-01-06 09:15:51,1,-74.005,40.72,-73.98,40.76,N,1221
id3397343,1,2016-01-06 07:20:24,2016-01-06 07:24:40,1,-73.955,40.78,-73.955,40.79,N,256
id3643300,2,2016-01-06 06:46:53,2016-01-06 06:58:09,1,-73.99,40.775,-73.97,40.800000000000004,N,676
id0738337,1,2016-01-06 08:32:22,2016-01-06 08:50:28,1,-73.955,40.785000000000004,-73.97,40.76,N,1086
id1123371,2,2016-01-06 08:31:00,2016-01-06 08:41:38,1,-74.015,40.71,-74.0,40.730000000000004,N,638
id3712669,1,2016-01-06 06:56:48,2016-01-06 07:05:24,1,-74.005,40.715,-73.99,40.74,N,516
id3545692,2,2016-01-06 07:47:06,2016-01-06 07:53:40,5,-73.99,40.735,-73.98,40.75,N,394
id3216829,1,2016-01-06 07:12:10,2016-01-06 07:17:57,1,-73.99,40.75,-73.99,40.74,N,347
id2934417,1,2016-01-06 06:48:08,2016-01-06 06:49:45,1,-73.99,40.755,-74.0,40.76,N,97
id1268772,2,2016-01-06 07:24:38,2016-01-06 07:30:20,1,-73.95,40.775,-73.96000000000001,40.775,N,342
id0952840,2,2016-01-06 08:15:09,2016-01-06 08:24:21,2,-73.98,40.785000000000004,-73.985,40.76,N,552
id1131696,2,2016-01-06 06:06:41,2016-01-06 06:11:45,1,-73.995,40.75,-73.985,40.765,N,304
id1565601,2,2016-01-06 06:15:23,2016-01-06 06:33:16,1,-73.96000000000001,40.815,-73.98,40.76,N,1073
id2747927,2,2016-01-06 08:16:17,2016-01-06 08:46:28,1,-73.985,40.77,-74.175,40.695,N,1811
id2609430,2,2016-01-06 07:46:38,2016-01-06 07:54:10,2,-73.96000000000001,40.76,-73.96000000000001,40.77,N,452
id3437013,1,2016-01-06 07:07:26,2016-01-06 07:11:31,1,-73.99,40.755,-73.97500000000001,40.765,N,245
id2864587,2,2016-01-06 07:45:12,2016-01-06 07:51:45,1,-73.965,40.765,-73.97500000000001,40.75,N,393
id1462353,1,2016-01-06 08:22:30,2016-01-06 09:23:34,1,-73.79,40.645,-73.99,40.75,N,3664
id2176082,2,2016-01-06 08:43:17,2016-01-06 08:50:48,1,-73.985,40.77,-73.97,40.76,N,451
id0447521,2,2016-01-06 06:53:36,2016-01-06 07:10:20,1,-73.985,40.775,-73.94500000000001,40.83,N,1004
id1467609,1,2016-01-06 07:04:27,2016-01-06 07:11:24,1,-73.99,40.74,-73.97500000000001,40.755,N,417
id3835335,1,2016-01-06 06:41:00,2016-01-06 07:15:58,2,-73.79,40.64,-73.935,40.62,N,2098
id3734492,1,2016-01-06 08:25:44,2016-01-06 08:32:42,1,-73.955,40.765,-73.95,40.785000000000004,N,418
id2743386,1,2016-01-06 08:37:26,2016-01-06 08:57:08,1,-73.97500000000001,40.765,-73.985,40.74,N,1182
id0852080,1,2016-01-06 06:48:55,2016-01-06 06:58:09,1,-73.95,40.775,-73.97500000000001,40.765,N,554
id1209810,1,2016-01-06 06:28:24,2016-01-06 06:32:42,1,-73.99,40.745,-73.985,40.755,N,258
id1821127,1,2016-01-06 08:26:31,2016-01-06 08:37:53,1,-73.98,40.745,-73.98,40.765,N,682
id0865460,2,2016-01-06 08:45:51,2016-01-06 08:59:35,6,-73.965,40.775,-73.97,40.76,N,824
id0162975,2,2016-01-06 07:00:48,2016-01-06 07:03:11,2,-73.95,40.78,-73.955,40.78,N,143
id1649611,2,2016-01-06 08:34:49,2016-01-06 08:46:01,2,-73.96000000000001,40.78,-73.95,40.79,N,672
id0096954,1,2016-01-06 06:10:40,2016-01-06 06:41:08,1,-73.98,40.75,-73.79,40.645,N,1828
id0103638,2,2016-01-06 07:25:32,2016-01-06 07:40:43,1,-73.985,40.775,-73.97,40.75,N,911
id0108671,2,2016-01-06 06:45:30,2016-01-06 06:54:16,1,-73.98,40.77,-73.97500000000001,40.795,N,526
id2154115,2,2016-01-06 08:47:32,2016-01-06 09:05:30,1,-73.965,40.76,-74.005,40.705,N,1078
id0252444,2,2016-01-06 06:54:48,2016-01-06 06:57:11,2,-73.99,40.725,-73.995,40.725,N,143
id0789676,1,2016-01-06 06:40:41,2016-01-06 06:53:00,1,-73.94500000000001,40.78,-73.97,40.76,N,739
id0787946,1,2016-01-06 08:18:06,2016-01-06 08:25:28,1,-74.0,40.735,-73.985,40.745,N,442
id2341709,1,2016-01-06 07:01:49,2016-01-06 07:10:01,1,-73.97500000000001,40.75,-73.97500000000001,40.76,N,492
id3416244,2,2016-01-06 08:11:06,2016-01-06 08:16:39,1,-73.995,40.74,-73.99,40.74,N,333
id3865859,2,2016-01-06 07:59:39,2016-01-06 08:04:17,6,-73.94500000000001,40.800000000000004,-73.95,40.79,N,278
id1968169,1,2016-01-06 06:44:18,2016-01-06 06:55:12,1,-73.97500000000001,40.79,-73.97,40.76,N,654
id1206465,2,2016-01-06 07:33:17,2016-01-06 07:40:09,5,-73.995,40.74,-73.99,40.75,N,412
id2826382,2,2016-01-06 07:24:14,2016-01-06 07:26:55,1,-73.985,40.745,-73.97500000000001,40.74,N,161
id3053145,1,2016-01-06 06:15:25,2016-01-06 06:20:59,1,-74.01,40.735,-73.99,40.735,N,334
id2589590,1,2016-01-06 08:33:29,2016-01-06 08:45:03,1,-73.98,40.77,-73.98,40.755,N,694
id0862938,2,2016-01-06 06:05:57,2016-01-06 06:15:53,2,-73.985,40.725,-73.985,40.755,N,596
id3599879,2,2016-01-06 08:26:58,2016-01-06 08:33:42,1,-73.97,40.755,-73.955,40.77,N,404
id2321132,1,2016-01-06 08:30:57,2016-01-06 08:39:59,1,-73.99,40.755,-73.98,40.755,N,542
id3388038,2,2016-01-06 06:27:04,2016-01-06 06:36:38,1,-73.94500000000001,40.775,-73.97500000000001,40.765,N,574
id1019394,2,2016-01-06 08:54:53,2016-01-06 09:00:01,1,-73.965,40.76,-73.955,40.78,N,308
id3214472,1,2016-01-06 07:28:17,2016-01-06 07:53:08,1,-73.955,40.765,-74.005,40.74,N,1491
id0097053,2,2016-01-06 06:45:15,2016-01-06 06:51:10,1,-73.955,40.765,-73.94500000000001,40.785000000000004,N,355
id0391460,1,2016-01-06 07:50:35,2016-01-06 07:56:42,1,-73.97500000000001,40.755,-73.98,40.76,N,367
id0418687,1,2016-01-06 06:04:32,2016-01-06 06:11:20,2,-73.995,40.745,-74.01,40.72,N,408
id2280985,1,2016-01-06 06:38:41,2016-01-06 06:43:47,1,-73.96000000000001,40.775,-73.95,40.79,N,306
id0255609,1,2016-01-06 06:35:43,2016-01-06 06:39:21,1,-73.98,40.765,-73.98,40.755,N,218
id2088819,2,2016-01-06 08:47:20,2016-01-06 09:07:37,5,-73.965,40.755,-73.99,40.745,N,1217
id3483682,1,2016-01-06 07:34:04,2016-01-06 07:54:16,2,-73.985,40.75,-73.985,40.745,N,1212
id2122431,2,2016-01-06 08:21:42,2016-01-06 08:30:38,3,-73.995,40.75,-73.98,40.76,N,536
id1618428,2,2016-01-06 08:12:07,2016-01-06 08:25:24,1,-73.94500000000001,40.775,-73.97,40.76,N,797
id1090601,1,2016-01-06 07:19:39,2016-01-06 07:29:27,1,-73.95,40.775,-73.97500000000001,40.775,N,588
