id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1444884,2,2016-01-06 18:15:26,2016-01-06 18:31:18,1,-73.995,40.730000000000004,-73.98,40.75,N,952
id1092604,2,2016-01-06 19:12:45,2016-01-06 19:33:13,1,-74.005,40.705,-73.985,40.745,N,1228
id1171130,2,2016-01-06 20:31:15,2016-01-06 20:50:25,1,-74.0,40.72,-73.99,40.755,N,1150
id2818810,1,2016-01-06 20:34:48,2016-01-06 20:45:59,1,-73.97500000000001,40.75,-73.95,40.78,N,671
id3471707,1,2016-01-06 18:43:38,2016-01-06 18:53:42,2,-73.96000000000001,40.775,-73.97,40.765,N,604
id1307480,1,2016-01-06 20:43:48,2016-01-06 20:54:29,1,-74.005,40.75,-74.005,40.715,N,641
id2305026,1,2016-01-06 20:20:07,2016-01-06 20:25:51,1,-73.99,40.77,-73.97,40.76,N,344
id2013782,2,2016-01-06 18:01:52,2016-01-06 18:07:46,4,-74.0,40.715,-74.0,40.735,N,354
id0800820,2,2016-01-06 19:11:01,2016-01-06 19:19:08,2,-73.955,40.765,-73.955,40.785000000000004,N,487
id3484553,2,2016-01-06 18:41:27,2016-01-06 19:01:21,5,-73.96000000000001,40.77,-73.99,40.755,N,1194
id2038738,2,2016-01-06 20:38:58,2016-01-06 20:47:12,1,-73.955,40.77,-73.97500000000001,40.745,N,494
id3944223,2,2016-01-06 20:59:17,2016-01-06 21:07:52,1,-73.965,40.76,-73.97,40.785000000000004,N,515
id0075527,2,2016-01-06 18:16:35,2016-01-06 18:29:14,1,-73.97,40.75,-73.985,40.72,N,759
id3353011,2,2016-01-06 19:04:30,2016-01-06 19:11:47,2,-74.0,40.735,-73.995,40.725,N,437
id2646150,1,2016-01-06 19:24:25,2016-01-06 19:33:23,2,-73.98,40.765,-73.97,40.795,N,538
id0261503,2,2016-01-06 18:12:25,2016-01-06 18:43:30,1,-73.865,40.77,-73.97,40.755,N,1865
id0503014,2,2016-01-06 20:25:31,2016-01-06 20:29:45,6,-73.95,40.78,-73.955,40.775,N,254
id0853861,1,2016-01-06 18:03:02,2016-01-06 18:13:46,1,-73.98,40.78,-74.005,40.75,N,644
id1400546,1,2016-01-06 18:27:20,2016-01-06 18:32:56,1,-73.995,40.75,-73.995,40.730000000000004,N,336
id3127661,2,2016-01-06 18:47:22,2016-01-06 18:50:01,1,-73.96000000000001,40.77,-73.96000000000001,40.775,N,159
id1649019,2,2016-01-06 20:33:14,2016-01-06 20:34:56,1,-73.97,40.79,-73.965,40.800000000000004,N,102
