id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3265064,2,2016-01-06 09:34:50,2016-01-06 09:48:15,2,-74.015,40.715,-73.995,40.725,N,805
id2488850,2,2016-01-06 10:56:02,2016-01-06 10:58:34,1,-73.995,40.735,-73.99,40.735,N,152
id2978617,1,2016-01-06 11:01:12,2016-01-06 11:11:55,1,-74.01,40.715,-73.995,40.725,N,643
id2639021,2,2016-01-06 09:57:09,2016-01-06 10:09:39,6,-74.0,40.74,-74.005,40.730000000000004,N,750
id2690163,2,2016-01-06 11:31:21,2016-01-06 11:36:21,1,-74.0,40.725,-73.995,40.72,N,300
id1426521,2,2016-01-06 11:16:05,2016-01-06 11:33:52,5,-73.965,40.79,-73.955,40.785000000000004,N,1067
id1976273,2,2016-01-06 11:34:47,2016-01-06 11:39:59,1,-73.95,40.78,-73.955,40.775,N,312
id1205753,2,2016-01-06 11:25:02,2016-01-06 11:30:48,3,-74.0,40.72,-74.0,40.725,N,346
id2899402,1,2016-01-06 10:20:28,2016-01-06 10:29:26,1,-73.985,40.75,-73.97500000000001,40.755,N,538
id1012808,1,2016-01-06 11:05:15,2016-01-06 11:21:27,3,-74.015,40.715,-73.97500000000001,40.755,N,972
id0358463,2,2016-01-06 11:44:43,2016-01-06 11:53:14,2,-73.97500000000001,40.755,-73.97500000000001,40.765,N,511
id0627292,2,2016-01-06 09:00:54,2016-01-06 09:17:48,1,-73.98,40.74,-74.015,40.71,N,1014
id0943583,2,2016-01-06 10:16:45,2016-01-06 10:30:12,3,-73.98,40.78,-73.965,40.78,N,807
id2801488,1,2016-01-06 10:14:51,2016-01-06 10:19:46,1,-73.995,40.755,-74.005,40.75,N,295
id0886609,2,2016-01-06 11:28:38,2016-01-06 11:43:18,2,-73.99,40.75,-73.99,40.730000000000004,N,880
id1425577,2,2016-01-06 10:59:04,2016-01-06 11:05:20,1,-73.97500000000001,40.79,-73.965,40.805,N,376
id2549207,2,2016-01-06 10:13:29,2016-01-06 10:24:15,1,-74.005,40.730000000000004,-73.995,40.74,N,646
id3001644,2,2016-01-06 11:47:35,2016-01-06 11:56:09,2,-73.965,40.765,-73.955,40.765,N,514
id1919182,2,2016-01-06 11:44:24,2016-01-06 11:53:08,6,-73.97500000000001,40.75,-73.965,40.76,N,524
id0728543,1,2016-01-06 11:42:43,2016-01-06 11:54:59,2,-73.965,40.775,-73.98,40.765,N,736
id1825097,1,2016-01-06 09:07:02,2016-01-06 09:20:20,1,-73.99,40.74,-74.01,40.72,N,798
id0640932,1,2016-01-06 09:28:48,2016-01-06 09:51:44,1,-73.995,40.735,-73.97,40.765,N,1376
id3325931,1,2016-01-06 10:42:02,2016-01-06 10:46:33,4,-73.965,40.78,-73.965,40.77,N,271
id3669734,1,2016-01-06 11:05:03,2016-01-06 11:22:07,2,-73.97500000000001,40.765,-74.01,40.7,N,1024
id1485535,2,2016-01-06 11:02:04,2016-01-06 11:12:06,1,-73.94500000000001,40.775,-73.97500000000001,40.76,N,602
id3193509,1,2016-01-06 10:39:02,2016-01-06 10:48:33,1,-74.005,40.705,-73.97,40.75,N,571
id3494879,2,2016-01-06 11:48:34,2016-01-06 11:53:37,4,-73.995,40.755,-74.0,40.74,N,303
id2602900,2,2016-01-06 11:44:54,2016-01-06 11:54:11,2,-73.98,40.76,-73.965,40.77,N,557
id3090017,2,2016-01-06 11:02:29,2016-01-06 11:16:49,1,-74.01,40.72,-73.995,40.74,N,860
id2985603,2,2016-01-06 11:35:44,2016-01-06 11:50:42,1,-73.96000000000001,40.77,-73.985,40.775,N,898
id3043715,1,2016-01-06 09:31:09,2016-01-06 09:33:17,1,-73.97,40.755,-73.97500000000001,40.75,N,128
id3871519,1,2016-01-06 11:43:53,2016-01-06 11:52:32,2,-74.01,40.74,-73.995,40.76,N,519
id0730165,2,2016-01-06 10:29:41,2016-01-06 10:47:50,6,-73.96000000000001,40.76,-73.99,40.74,N,1089
id1223182,1,2016-01-06 11:36:50,2016-01-06 11:47:39,1,-73.97500000000001,40.795,-73.955,40.79,N,649
id1902721,2,2016-01-06 09:01:06,2016-01-06 09:28:29,1,-73.97500000000001,40.79,-73.96000000000001,40.77,N,1643
id3863680,2,2016-01-06 09:56:12,2016-01-06 09:58:59,3,-73.995,40.745,-74.0,40.74,N,167
id2667423,1,2016-01-06 11:33:53,2016-01-06 11:44:07,1,-73.995,40.715,-74.005,40.705,N,614
id0486883,2,2016-01-06 09:50:11,2016-01-06 10:15:10,1,-73.985,40.76,-74.01,40.71,N,1499
id2410142,1,2016-01-06 09:01:45,2016-01-06 09:15:19,1,-73.965,40.77,-73.95,40.805,N,814
id1426537,2,2016-01-06 09:40:07,2016-01-06 09:52:15,1,-73.995,40.74,-74.01,40.715,N,728
id0065285,1,2016-01-06 11:40:19,2016-01-06 11:50:53,1,-74.005,40.735,-73.995,40.725,N,634
id0175119,2,2016-01-06 10:25:37,2016-01-06 10:33:34,1,-73.985,40.735,-74.0,40.725,N,477
id2574943,2,2016-01-06 11:39:56,2016-01-06 11:53:25,5,-73.95,40.775,-73.98,40.75,N,809
id2154836,1,2016-01-06 10:36:09,2016-01-06 10:45:35,1,-73.96000000000001,40.765,-73.96000000000001,40.765,N,566
id2017853,1,2016-01-06 09:30:55,2016-01-06 09:34:34,1,-74.0,40.730000000000004,-74.01,40.730000000000004,N,219
id1036257,1,2016-01-06 09:39:59,2016-01-06 09:45:13,1,-73.965,40.775,-73.95,40.79,N,314
id0542598,2,2016-01-06 11:14:04,2016-01-06 11:34:08,1,-73.95,40.785000000000004,-73.98,40.745,N,1204
id1167341,2,2016-01-06 10:11:06,2016-01-06 10:16:02,1,-73.97500000000001,40.79,-73.97,40.785000000000004,N,296
id1539706,1,2016-01-06 09:19:21,2016-01-06 09:33:45,1,-73.99,40.75,-73.97,40.76,N,864
id1549882,1,2016-01-06 09:06:01,2016-01-06 09:37:38,1,-74.01,40.72,-73.94500000000001,40.775,N,1897
id2976039,2,2016-01-06 11:47:19,2016-01-06 12:04:19,1,-73.925,40.77,-73.98,40.75,N,1020
id1368904,2,2016-01-06 11:02:33,2016-01-06 11:08:18,5,-73.985,40.735,-73.99,40.74,N,345
id0270730,2,2016-01-06 09:30:19,2016-01-06 09:37:21,4,-73.985,40.735,-73.985,40.745,N,422
id3644593,2,2016-01-06 10:48:30,2016-01-06 10:54:47,1,-73.97,40.795,-73.96000000000001,40.81,N,377
id2416091,2,2016-01-06 10:31:55,2016-01-06 10:39:42,1,-73.955,40.78,-73.965,40.77,N,467
id0396935,2,2016-01-06 11:38:10,2016-01-06 11:48:27,2,-73.97,40.755,-73.985,40.75,N,617
id0502806,1,2016-01-06 10:12:13,2016-01-06 10:22:32,1,-74.0,40.735,-74.015,40.715,N,619
id3037182,1,2016-01-06 09:02:38,2016-01-06 09:23:01,1,-73.97500000000001,40.795,-73.94,40.805,N,1223
