id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3729126,1,2016-01-04 14:20:21,2016-01-04 14:36:59,1,-73.865,40.77,-73.795,40.735,N,998
id3116485,2,2016-01-04 12:31:30,2016-01-04 12:47:43,2,-74.0,40.75,-73.96000000000001,40.785000000000004,N,973
id3514507,2,2016-01-04 13:32:22,2016-01-04 13:51:39,1,-73.99,40.755,-73.95,40.77,N,1157
id1467997,1,2016-01-04 14:56:49,2016-01-04 15:54:20,1,-73.78,40.645,-73.99,40.76,N,3451
id2222505,1,2016-01-04 12:54:19,2016-01-04 13:05:31,1,-73.99,40.75,-73.97,40.76,N,672
id2842034,1,2016-01-04 12:21:02,2016-01-04 12:43:32,1,-73.985,40.755,-73.995,40.72,Y,1350
id1710231,1,2016-01-04 13:24:24,2016-01-04 13:29:42,1,-74.005,40.725,-74.01,40.715,N,318
id3961294,1,2016-01-04 12:26:20,2016-01-04 12:32:53,1,-74.0,40.735,-74.005,40.75,N,393
id3043841,2,2016-01-04 12:54:45,2016-01-04 12:59:39,5,-73.99,40.75,-73.985,40.76,N,294
id2203756,1,2016-01-04 12:34:46,2016-01-04 13:35:22,1,-73.995,40.745,-74.0,40.745,N,3636
id0648312,1,2016-01-04 14:49:11,2016-01-04 14:56:01,1,-73.965,40.755,-73.97500000000001,40.74,N,410
id3590065,1,2016-01-04 13:33:11,2016-01-04 13:52:55,4,-74.015,40.71,-73.99,40.76,N,1184
id0375916,2,2016-01-04 12:20:19,2016-01-04 12:43:59,6,-73.875,40.775,-73.995,40.745,N,1420
id2328677,1,2016-01-04 12:59:11,2016-01-04 13:06:22,1,-73.98,40.75,-73.99,40.74,N,431
id0586353,1,2016-01-04 12:16:42,2016-01-04 12:23:05,1,-73.95,40.785000000000004,-73.95,40.775,N,383
id2556051,1,2016-01-04 13:34:10,2016-01-04 13:45:10,1,-73.985,40.74,-73.965,40.755,N,660
id2056230,2,2016-01-04 14:38:33,2016-01-04 14:44:42,5,-73.965,40.77,-73.98,40.775,N,369
id1164738,1,2016-01-04 13:34:20,2016-01-04 13:37:33,1,-73.98,40.745,-73.98,40.74,N,193
id0470927,2,2016-01-04 12:01:29,2016-01-04 12:03:56,2,-73.98,40.755,-73.985,40.745,N,147
id0435311,2,2016-01-04 13:54:30,2016-01-04 14:03:14,4,-73.99,40.735,-73.98,40.75,N,524
id1069210,1,2016-01-04 14:04:57,2016-01-04 14:40:09,1,-73.79,40.645,-73.99,40.76,N,2112
id3045066,2,2016-01-04 12:36:54,2016-01-04 13:02:43,6,-74.005,40.75,-73.97,40.765,N,1549
id0052311,2,2016-01-04 12:53:53,2016-01-04 13:40:19,1,-73.78,40.645,-73.9,40.660000000000004,N,2786
id3573686,2,2016-01-04 13:26:08,2016-01-04 13:35:58,1,-73.96000000000001,40.78,-73.97500000000001,40.765,N,590
id3573108,1,2016-01-04 14:03:37,2016-01-04 14:13:07,1,-73.985,40.75,-73.995,40.75,N,570
id1059432,1,2016-01-04 14:06:29,2016-01-04 14:15:53,1,-74.0,40.715,-73.985,40.725,N,564
id1047384,2,2016-01-04 12:53:22,2016-01-04 13:12:34,1,-73.985,40.74,-73.95,40.77,N,1152
id1720458,1,2016-01-04 12:25:45,2016-01-04 12:36:15,1,-73.955,40.775,-73.97,40.765,N,630
id3080389,1,2016-01-04 13:35:00,2016-01-04 13:41:37,3,-73.98,40.765,-73.98,40.76,N,397
id1894224,1,2016-01-04 13:05:36,2016-01-04 13:31:52,2,-73.87,40.775,-73.99,40.755,N,1576
id0047972,2,2016-01-04 12:25:47,2016-01-04 12:27:49,5,-73.97,40.765,-73.965,40.77,N,122
id2721251,1,2016-01-04 14:37:52,2016-01-04 14:52:30,1,-73.97500000000001,40.78,-73.985,40.75,N,878
id0440384,1,2016-01-04 13:42:49,2016-01-04 14:26:46,1,-73.99,40.695,-73.98,40.74,N,2637
id3307592,1,2016-01-04 12:46:17,2016-01-04 13:39:50,4,-73.78,40.645,-73.985,40.76,N,3213
id1127915,1,2016-01-04 14:08:03,2016-01-04 14:12:29,1,-73.98,40.785000000000004,-73.97,40.785000000000004,N,266
id1721199,1,2016-01-04 13:28:07,2016-01-04 13:55:09,1,-73.865,40.77,-73.76,40.705,N,1622
id1653247,2,2016-01-04 13:09:56,2016-01-04 13:17:11,1,-73.96000000000001,40.775,-73.955,40.785000000000004,N,435
id0978333,2,2016-01-04 12:09:05,2016-01-04 12:18:25,2,-74.01,40.71,-74.005,40.71,N,560
id0832309,2,2016-01-04 14:35:57,2016-01-04 14:42:37,1,-73.98,40.78,-73.98,40.765,N,400
id2747323,2,2016-01-04 12:43:47,2016-01-04 12:56:26,1,-73.98,40.765,-73.96000000000001,40.77,N,759
id3365897,2,2016-01-04 14:05:57,2016-01-04 14:21:52,1,-73.86,40.730000000000004,-73.8,40.730000000000004,N,955
id1401092,2,2016-01-04 13:30:16,2016-01-04 13:44:38,2,-73.97500000000001,40.775,-73.955,40.765,N,862
id0900999,2,2016-01-04 14:39:21,2016-01-04 14:59:42,1,-73.99,40.735,-73.865,40.77,N,1221
id1343213,1,2016-01-04 13:30:46,2016-01-04 13:33:37,1,-73.98,40.785000000000004,-73.985,40.78,N,171
id3213341,1,2016-01-04 12:13:01,2016-01-04 12:37:35,1,-73.97500000000001,40.76,-74.01,40.72,N,1474
id0864394,1,2016-01-04 12:39:14,2016-01-04 12:50:53,1,-74.005,40.74,-74.01,40.7,N,699
id3085383,2,2016-01-04 12:52:19,2016-01-04 12:59:17,2,-73.955,40.78,-73.965,40.765,N,418
id3112564,1,2016-01-04 13:47:51,2016-01-04 14:20:25,1,-73.865,40.77,-73.99,40.75,N,1954
id3792961,2,2016-01-04 13:55:32,2016-01-04 14:09:13,1,-73.995,40.75,-74.005,40.725,N,821
id3155075,2,2016-01-04 12:41:05,2016-01-04 12:46:34,3,-73.985,40.675000000000004,-73.97500000000001,40.675000000000004,N,329
id1225645,1,2016-01-04 13:56:04,2016-01-04 14:03:26,1,-73.99,40.715,-73.98,40.730000000000004,N,442
id0278691,2,2016-01-04 12:03:56,2016-01-04 12:14:36,5,-73.98,40.775,-73.97,40.76,N,640
id1401428,2,2016-01-04 12:51:44,2016-01-04 12:58:07,5,-73.99,40.735,-74.005,40.74,N,383
id0179155,1,2016-01-04 14:09:09,2016-01-04 14:44:13,1,-73.875,40.775,-73.97500000000001,40.67,N,2104
id3216360,1,2016-01-04 14:37:26,2016-01-04 14:40:51,1,-73.965,40.755,-73.96000000000001,40.765,N,205
id1879015,1,2016-01-04 14:34:44,2016-01-04 14:36:38,1,-73.985,40.725,-73.98,40.730000000000004,N,114
id2697362,1,2016-01-04 12:00:29,2016-01-04 12:11:58,1,-73.97,40.77,-73.995,40.765,N,689
