id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1144791,2,2016-01-06 13:39:04,2016-01-06 13:49:17,1,-73.99,40.745,-73.97500000000001,40.765,N,613
id2975591,1,2016-01-06 12:26:54,2016-01-06 12:39:42,1,-73.995,40.735,-73.99,40.74,N,768
id2684070,2,2016-01-06 14:14:18,2016-01-06 14:25:24,1,-74.01,40.72,-73.995,40.75,N,666
id1649909,2,2016-01-06 12:48:11,2016-01-06 13:04:38,1,-73.985,40.78,-73.965,40.77,N,987
id0126513,1,2016-01-06 14:11:37,2016-01-06 14:26:06,2,-73.98,40.75,-73.995,40.76,N,869
id2988964,2,2016-01-06 12:27:53,2016-01-06 12:38:32,6,-73.99,40.735,-74.01,40.74,N,639
id2643491,2,2016-01-06 14:36:35,2016-01-06 14:47:37,1,-73.98,40.77,-73.965,40.79,N,662
id0772224,2,2016-01-06 13:52:57,2016-01-06 13:59:53,3,-74.01,40.72,-74.005,40.74,N,416
id2701500,2,2016-01-06 12:50:03,2016-01-06 13:03:49,1,-73.96000000000001,40.77,-73.97500000000001,40.765,N,826
id2616530,1,2016-01-06 12:40:53,2016-01-06 12:57:24,1,-73.97500000000001,40.745,-73.955,40.775,N,991
id0758449,1,2016-01-06 13:55:15,2016-01-06 14:06:37,1,-73.97500000000001,40.75,-73.97,40.765,N,682
id0367316,2,2016-01-06 14:59:20,2016-01-06 15:11:38,1,-73.955,40.765,-73.985,40.735,N,738
id2181673,2,2016-01-06 14:43:11,2016-01-06 14:50:00,6,-73.985,40.76,-73.985,40.78,N,409
id3217965,1,2016-01-06 12:22:55,2016-01-06 12:30:40,1,-73.97500000000001,40.755,-73.97500000000001,40.765,N,465
id1019787,2,2016-01-06 14:49:56,2016-01-06 14:59:12,5,-73.97500000000001,40.78,-73.97,40.800000000000004,N,556
id2591739,2,2016-01-06 13:03:39,2016-01-06 13:25:56,2,-74.005,40.74,-73.965,40.77,N,1337
id1177063,2,2016-01-06 13:27:17,2016-01-06 13:42:47,1,-73.98,40.775,-73.97,40.75,N,930
id3032671,2,2016-01-06 14:54:10,2016-01-06 15:12:15,1,-73.97500000000001,40.765,-73.955,40.78,N,1085
id0350936,1,2016-01-06 14:01:49,2016-01-06 14:16:39,1,-73.98,40.745,-73.99,40.75,N,890
id3776925,1,2016-01-06 14:11:26,2016-01-06 14:20:58,1,-73.98,40.75,-73.99,40.74,N,572
id2577029,1,2016-01-06 14:43:24,2016-01-06 15:00:37,1,-73.94500000000001,40.79,-73.95,40.79,N,1033
id0389326,1,2016-01-06 14:57:56,2016-01-06 15:17:22,1,-73.965,40.76,-73.955,40.79,N,1166
id0716417,2,2016-01-06 14:33:59,2016-01-06 14:41:20,1,-73.98,40.76,-73.97500000000001,40.755,N,441
id3201137,1,2016-01-06 13:39:12,2016-01-06 13:45:27,1,-73.95,40.78,-73.96000000000001,40.78,N,375
id3508335,1,2016-01-06 14:16:41,2016-01-06 14:29:08,1,-73.995,40.75,-73.97500000000001,40.75,N,747
id2527213,2,2016-01-06 13:03:19,2016-01-06 13:10:12,1,-74.0,40.735,-74.005,40.75,N,413
id2048894,1,2016-01-06 12:31:44,2016-01-06 12:50:12,1,-73.97500000000001,40.74,-73.96000000000001,40.775,N,1108
id3354546,1,2016-01-06 14:14:22,2016-01-06 14:32:24,1,-73.97500000000001,40.75,-73.995,40.75,N,1082
