id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3167292,2,2016-01-05 09:53:39,2016-01-05 09:57:03,1,-73.98,40.72,-73.97500000000001,40.725,N,204
id2769170,2,2016-01-05 10:00:06,2016-01-05 10:06:07,1,-73.96000000000001,40.765,-73.97,40.765,N,361
id0388732,2,2016-01-05 09:54:31,2016-01-05 10:05:48,1,-73.96000000000001,40.765,-73.985,40.775,N,677
id0214205,1,2016-01-05 09:34:09,2016-01-05 09:42:40,1,-73.98,40.730000000000004,-73.99,40.74,N,511
id1527653,1,2016-01-05 09:58:56,2016-01-05 10:02:45,1,-74.0,40.74,-74.005,40.745,N,229
id3520561,2,2016-01-05 11:31:00,2016-01-05 12:00:41,1,-73.955,40.765,-73.995,40.74,N,1781
id2850524,2,2016-01-05 09:40:32,2016-01-05 09:48:45,6,-73.98,40.75,-73.97,40.765,N,493
id1433808,1,2016-01-05 09:12:13,2016-01-05 09:19:13,1,-73.98,40.77,-73.97,40.765,N,420
id3736370,1,2016-01-05 11:12:15,2016-01-05 11:17:41,1,-74.0,40.735,-74.0,40.725,N,326
id3253215,1,2016-01-05 09:10:35,2016-01-05 09:21:40,1,-73.98,40.79,-73.955,40.78,N,665
id2575414,2,2016-01-05 11:35:08,2016-01-05 11:47:09,5,-73.995,40.75,-73.97500000000001,40.75,N,721
id2464799,2,2016-01-05 10:55:43,2016-01-05 11:19:17,5,-73.95,40.775,-73.99,40.75,N,1414
id3970952,2,2016-01-05 10:33:43,2016-01-05 10:41:03,1,-73.94500000000001,40.78,-73.95,40.79,N,440
id3935440,2,2016-01-05 09:22:13,2016-01-05 09:38:59,2,-74.005,40.735,-73.985,40.745,N,1006
id1961073,1,2016-01-05 09:48:27,2016-01-05 09:59:53,3,-73.955,40.805,-73.97500000000001,40.785000000000004,N,686
id3872597,1,2016-01-05 11:41:29,2016-01-05 11:47:18,1,-73.955,40.775,-73.955,40.785000000000004,N,349
id3445027,1,2016-01-05 10:37:59,2016-01-05 10:42:24,1,-73.965,40.77,-73.955,40.765,N,265
id1423601,2,2016-01-05 11:08:41,2016-01-05 11:21:23,1,-73.965,40.76,-73.97500000000001,40.74,N,762
id2530869,1,2016-01-05 10:57:32,2016-01-05 11:01:43,1,-73.95,40.78,-73.96000000000001,40.775,N,251
id1391940,2,2016-01-05 09:34:44,2016-01-05 09:37:50,1,-74.015,40.71,-74.01,40.7,N,186
id0305885,2,2016-01-05 10:48:08,2016-01-05 11:04:43,1,-73.97500000000001,40.765,-73.95,40.79,N,995
id3230302,1,2016-01-05 09:39:56,2016-01-05 09:46:17,1,-73.985,40.755,-73.98,40.745,N,381
id1275938,1,2016-01-05 10:47:17,2016-01-05 10:59:30,1,-73.98,40.735,-73.97500000000001,40.75,N,733
id1235417,1,2016-01-05 11:57:48,2016-01-05 12:16:05,5,-74.01,40.74,-73.98,40.755,N,1097
id1356981,1,2016-01-05 09:11:10,2016-01-05 09:34:32,1,-73.97500000000001,40.79,-73.965,40.76,N,1402
id2328377,1,2016-01-05 10:20:23,2016-01-05 10:26:58,1,-73.985,40.765,-73.99,40.755,N,395
id3982053,2,2016-01-05 11:49:04,2016-01-05 11:51:47,5,-73.98,40.78,-73.98,40.775,N,163
id0236756,2,2016-01-05 11:36:13,2016-01-05 11:41:17,5,-73.965,40.76,-73.97,40.755,N,304
id2987005,1,2016-01-05 09:34:08,2016-01-05 09:55:44,1,-73.965,40.765,-74.01,40.72,N,1296
id2720650,2,2016-01-05 11:20:18,2016-01-05 11:27:34,5,-73.965,40.77,-73.97,40.76,N,436
id0376091,1,2016-01-05 10:09:07,2016-01-05 10:12:04,1,-73.94,40.800000000000004,-73.93,40.795,N,177
id0212558,1,2016-01-05 11:02:22,2016-01-05 11:08:26,1,-73.96000000000001,40.78,-73.98,40.78,N,364
id2264336,1,2016-01-05 11:58:04,2016-01-05 12:13:14,2,-73.98,40.78,-73.985,40.77,N,910
id3558115,1,2016-01-05 09:35:57,2016-01-05 09:44:18,1,-73.99,40.755,-73.98,40.765,N,501
id3411927,2,2016-01-05 11:46:43,2016-01-05 11:52:38,2,-73.97500000000001,40.765,-73.97500000000001,40.78,N,355
id1267947,2,2016-01-05 09:17:46,2016-01-05 09:35:59,1,-73.985,40.78,-74.005,40.75,N,1093
id2462976,1,2016-01-05 11:17:46,2016-01-05 11:54:08,1,-73.775,40.645,-73.97,40.755,N,2182
id0517201,1,2016-01-05 10:26:45,2016-01-05 10:40:20,1,-74.0,40.735,-74.01,40.715,Y,815
id0109157,1,2016-01-05 11:18:27,2016-01-05 11:27:29,1,-74.0,40.74,-73.99,40.745,N,542
