id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1093203,2,2016-01-05 14:58:30,2016-01-05 15:29:28,6,-73.875,40.775,-74.005,40.74,N,1858
id1783880,2,2016-01-05 14:33:15,2016-01-05 14:47:26,5,-73.97,40.795,-74.005,40.745,N,851
id3512831,1,2016-01-05 13:08:23,2016-01-05 13:18:56,1,-73.965,40.755,-73.955,40.765,N,633
id3619187,1,2016-01-05 13:17:31,2016-01-05 13:34:08,1,-74.005,40.72,-73.99,40.75,N,997
id3523188,2,2016-01-05 13:54:33,2016-01-05 14:19:40,5,-74.01,40.71,-73.97500000000001,40.765,N,1507
id0574959,1,2016-01-05 13:14:51,2016-01-05 13:35:19,1,-73.995,40.74,-73.98,40.775,N,1228
id0821833,2,2016-01-05 14:21:16,2016-01-05 14:36:02,1,-74.005,40.735,-73.985,40.765,N,886
id3193386,2,2016-01-05 12:01:35,2016-01-05 12:06:12,1,-73.995,40.755,-74.005,40.75,N,277
id1819322,2,2016-01-05 12:23:35,2016-01-05 12:37:56,1,-73.97,40.78,-73.965,40.765,N,861
id2323486,1,2016-01-05 12:06:31,2016-01-05 12:12:00,2,-73.95,40.775,-73.96000000000001,40.78,N,329
id1058042,1,2016-01-05 14:53:27,2016-01-05 15:14:08,1,-73.875,40.775,-73.935,40.85,N,1241
id2582250,2,2016-01-05 14:38:49,2016-01-05 14:48:01,1,-73.97,40.765,-73.985,40.75,N,552
id1273667,2,2016-01-05 13:32:29,2016-01-05 13:52:36,1,-74.01,40.735,-73.97500000000001,40.75,N,1207
id2867660,2,2016-01-05 14:52:48,2016-01-05 14:56:40,2,-73.99,40.75,-73.99,40.755,N,232
id1305336,1,2016-01-05 13:32:25,2016-01-05 13:36:20,1,-73.985,40.775,-73.99,40.77,N,235
id2070569,2,2016-01-05 13:34:56,2016-01-05 13:51:37,3,-73.955,40.78,-73.985,40.78,N,1001
id1320966,2,2016-01-05 12:41:11,2016-01-05 12:50:37,1,-74.0,40.74,-74.0,40.74,N,566
id2791689,1,2016-01-05 14:19:20,2016-01-05 14:24:27,1,-74.005,40.72,-74.0,40.725,N,307
id2917179,1,2016-01-05 12:03:20,2016-01-05 12:08:57,1,-73.955,40.765,-73.96000000000001,40.76,N,337
id3511461,1,2016-01-05 14:56:22,2016-01-05 15:06:08,1,-73.98,40.76,-73.97,40.77,N,586
id3504718,2,2016-01-05 14:05:39,2016-01-05 14:18:09,2,-73.97,40.76,-73.985,40.78,N,750
id3486609,1,2016-01-05 12:53:02,2016-01-05 13:02:41,1,-73.955,40.78,-73.96000000000001,40.77,N,579
id0899874,1,2016-01-05 14:42:13,2016-01-05 15:17:36,3,-73.995,40.725,-73.99,40.755,N,2123
id1469096,2,2016-01-05 12:15:17,2016-01-05 12:20:00,1,-73.97500000000001,40.745,-73.985,40.74,N,283
id0662362,1,2016-01-05 12:24:01,2016-01-05 12:32:12,1,-73.955,40.77,-73.97,40.76,N,491
id2546781,2,2016-01-05 14:56:12,2016-01-05 15:03:29,1,-73.985,40.755,-73.97500000000001,40.75,N,437
id0650754,2,2016-01-05 13:37:55,2016-01-05 14:05:22,1,-73.97500000000001,40.76,-74.01,40.71,N,1647
id2273978,1,2016-01-05 13:39:59,2016-01-05 13:46:11,1,-73.995,40.75,-73.995,40.74,N,372
id1406428,1,2016-01-05 14:47:28,2016-01-05 14:53:24,1,-73.97,40.800000000000004,-73.96000000000001,40.81,N,356
id0709116,2,2016-01-05 14:31:12,2016-01-05 14:37:56,1,-73.97,40.765,-73.96000000000001,40.78,N,404
id2931190,2,2016-01-05 14:52:50,2016-01-05 15:00:02,6,-74.005,40.735,-73.99,40.730000000000004,N,432
id0174655,1,2016-01-05 13:05:51,2016-01-05 13:10:14,1,-73.97,40.765,-73.965,40.77,N,263
id0099179,2,2016-01-05 13:36:07,2016-01-05 13:41:42,1,-73.96000000000001,40.765,-73.97,40.75,N,335
id1595968,2,2016-01-05 14:32:52,2016-01-05 14:40:58,2,-73.995,40.755,-73.985,40.745,N,486
id3780693,2,2016-01-05 13:48:02,2016-01-05 13:51:55,1,-73.99,40.75,-73.99,40.755,N,233
id1301530,1,2016-01-05 13:42:47,2016-01-05 13:47:39,1,-73.97,40.77,-73.955,40.785000000000004,N,292
id0193024,1,2016-01-05 13:59:40,2016-01-05 14:04:19,1,-73.97500000000001,40.75,-73.97,40.755,N,279
id0830604,1,2016-01-05 13:22:44,2016-01-05 13:27:31,1,-73.99,40.72,-73.99,40.730000000000004,N,287
id0819048,2,2016-01-05 12:42:25,2016-01-05 12:54:09,2,-73.995,40.75,-73.985,40.745,N,704
id2261798,1,2016-01-05 12:40:24,2016-01-05 12:49:06,1,-73.955,40.785000000000004,-73.965,40.77,N,522
id3441015,2,2016-01-05 12:10:54,2016-01-05 12:40:03,6,-73.97500000000001,40.74,-73.99,40.64,N,1749
id2058582,2,2016-01-05 13:47:45,2016-01-05 13:54:23,1,-74.015,40.72,-74.005,40.74,N,398
id1920480,2,2016-01-05 12:59:15,2016-01-05 13:17:23,1,-73.97,40.795,-73.93,40.865,N,1088
id3492985,2,2016-01-05 14:09:03,2016-01-05 14:25:14,1,-73.985,40.76,-73.96000000000001,40.785000000000004,N,971
id0796062,2,2016-01-05 13:18:29,2016-01-05 13:22:56,5,-73.965,40.77,-73.97,40.765,N,267
id3839516,2,2016-01-05 13:42:02,2016-01-05 14:00:32,2,-74.015,40.705,-74.0,40.76,N,1110
id0987735,1,2016-01-05 14:32:33,2016-01-05 14:35:36,2,-73.955,40.82,-73.955,40.82,N,183
id3545259,2,2016-01-05 14:44:28,2016-01-05 15:19:43,2,-73.98,40.755,-74.18,40.69,N,2115
id2451065,1,2016-01-05 13:46:05,2016-01-05 14:23:50,1,-73.98,40.75,-74.175,40.695,N,2265
id2861275,2,2016-01-05 12:21:52,2016-01-05 12:26:40,1,-74.0,40.74,-73.99,40.74,N,288
id2667035,2,2016-01-05 14:00:24,2016-01-05 14:06:11,2,-74.0,40.72,-74.01,40.715,N,347
id2620168,2,2016-01-05 12:42:27,2016-01-05 12:49:20,5,-73.98,40.755,-73.99,40.745,N,413
id3110737,2,2016-01-05 12:34:56,2016-01-05 12:58:03,1,-74.01,40.71,-73.98,40.765,N,1387
id0181678,1,2016-01-05 12:45:41,2016-01-05 13:09:10,3,-74.005,40.705,-73.99,40.75,N,1409
id2453698,2,2016-01-05 13:14:58,2016-01-05 13:31:41,1,-73.98,40.77,-73.98,40.77,N,1003
id3128779,2,2016-01-05 12:17:50,2016-01-05 12:30:15,6,-73.99,40.76,-73.99,40.74,N,745
id2411393,1,2016-01-05 13:42:59,2016-01-05 13:57:48,1,-74.005,40.725,-73.99,40.755,N,889
id2624161,2,2016-01-05 14:15:13,2016-01-05 14:22:37,6,-73.95,40.785000000000004,-73.95,40.775,N,444
id0707890,1,2016-01-05 12:48:21,2016-01-05 13:00:25,1,-73.99,40.74,-74.005,40.75,N,724
id1122697,1,2016-01-05 14:41:45,2016-01-05 14:53:09,1,-73.94,40.81,-73.955,40.79,N,684
id3111599,2,2016-01-05 14:45:59,2016-01-05 15:08:36,1,-73.985,40.695,-73.93,40.675000000000004,N,1357
id3106399,1,2016-01-05 12:53:18,2016-01-05 12:58:44,1,-74.015,40.71,-74.01,40.705,N,326
id0965205,1,2016-01-05 13:16:30,2016-01-05 13:24:55,1,-73.98,40.76,-73.985,40.745,N,505
id3320158,1,2016-01-05 13:41:23,2016-01-05 13:51:12,1,-73.985,40.76,-73.98,40.775,N,589
id2349473,2,2016-01-05 12:33:28,2016-01-05 12:47:03,1,-73.995,40.725,-74.005,40.74,N,815
id2740133,1,2016-01-05 12:29:05,2016-01-05 12:33:33,1,-73.955,40.78,-73.955,40.785000000000004,N,268
id0756458,2,2016-01-05 14:57:08,2016-01-05 15:03:21,2,-73.95,40.77,-73.955,40.78,N,373
id1139987,1,2016-01-05 14:09:05,2016-01-05 14:41:23,2,-73.96000000000001,40.805,-73.99,40.745,N,1938
id3651451,2,2016-01-05 12:47:57,2016-01-05 12:53:44,1,-73.995,40.725,-74.0,40.725,N,347
id3408750,2,2016-01-05 12:36:15,2016-01-05 12:47:09,1,-74.005,40.75,-73.99,40.745,N,654
id1202498,2,2016-01-05 12:52:32,2016-01-05 13:01:47,1,-73.96000000000001,40.775,-73.96000000000001,40.795,N,555
id0664094,2,2016-01-05 12:29:16,2016-01-05 12:37:31,5,-73.95,40.775,-73.96000000000001,40.765,N,495
