id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1887303,2,2016-01-05 21:25:54,2016-01-05 21:35:32,1,-73.995,40.72,-73.98,40.725,N,578
id2071174,2,2016-01-05 21:14:05,2016-01-05 21:17:41,5,-73.985,40.74,-73.97500000000001,40.75,N,216
id1456189,1,2016-01-05 23:11:16,2016-01-05 23:14:33,1,-73.98,40.77,-73.98,40.76,N,197
id0965029,1,2016-01-05 23:36:41,2016-01-05 23:45:08,1,-73.98,40.72,-73.985,40.7,N,507
id0031376,1,2016-01-05 21:54:38,2016-01-05 22:03:04,2,-73.985,40.72,-74.005,40.725,N,506
id3114594,2,2016-01-05 21:10:03,2016-01-05 21:25:16,1,-73.875,40.775,-73.955,40.745,N,913
id0101354,2,2016-01-05 23:02:12,2016-01-05 23:14:38,3,-73.995,40.75,-74.005,40.715,N,746
id1415730,2,2016-01-05 21:25:40,2016-01-05 21:31:38,1,-74.0,40.725,-74.005,40.735,N,358
id3752123,2,2016-01-05 21:49:25,2016-01-05 22:02:41,1,-73.97,40.755,-74.0,40.725,N,796
id3849955,2,2016-01-05 23:22:50,2016-01-05 23:35:01,3,-74.0,40.730000000000004,-73.985,40.76,N,731
id0024747,1,2016-01-05 21:58:12,2016-01-05 22:08:09,1,-74.0,40.725,-74.0,40.75,N,597
id0573209,2,2016-01-05 22:46:22,2016-01-05 22:59:41,1,-73.99,40.715,-73.95,40.745,N,799
id2026104,1,2016-01-05 22:54:16,2016-01-05 22:58:08,1,-73.995,40.745,-74.005,40.745,N,232
id1848202,1,2016-01-05 21:26:06,2016-01-05 21:59:39,1,-73.78,40.645,-73.98,40.725,N,2013
id0104493,1,2016-01-05 22:26:06,2016-01-05 22:34:41,1,-73.97,40.79,-73.955,40.815,N,515
id0191766,2,2016-01-05 21:26:04,2016-01-05 21:48:56,1,-73.99,40.76,-73.94500000000001,40.81,N,1372
