id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2338412,2,2016-01-06 21:44:23,2016-01-06 22:06:16,2,-74.0,40.75,-73.92,40.765,N,1313
id1025038,2,2016-01-06 22:30:58,2016-01-06 22:43:31,2,-73.96000000000001,40.76,-74.005,40.745,N,753
id1704415,2,2016-01-06 22:01:40,2016-01-06 22:05:44,1,-73.97500000000001,40.75,-73.97500000000001,40.755,N,244
id1163780,1,2016-01-06 21:09:31,2016-01-06 21:13:42,1,-73.95,40.775,-73.94,40.795,N,251
id1765018,1,2016-01-06 21:22:17,2016-01-06 21:28:35,1,-73.985,40.730000000000004,-73.965,40.755,N,378
id3014135,1,2016-01-06 23:43:34,2016-01-07 00:09:10,1,-73.98,40.76,-73.86,40.735,N,1536
id1254522,1,2016-01-06 21:38:10,2016-01-06 21:47:28,1,-73.97,40.76,-73.965,40.795,N,558
id2670248,1,2016-01-06 21:05:40,2016-01-06 21:27:51,1,-73.78,40.645,-73.93,40.685,N,1331
id0770816,2,2016-01-06 21:50:34,2016-01-06 21:57:05,5,-73.98,40.775,-73.97,40.77,N,391
id3850254,2,2016-01-06 21:17:06,2016-01-06 21:40:57,1,-74.005,40.725,-73.935,40.85,N,1431
id3141307,2,2016-01-06 21:16:50,2016-01-06 21:37:59,1,-74.01,40.705,-74.025,40.75,N,1269
id2885898,1,2016-01-06 23:28:33,2016-01-06 23:37:27,1,-73.955,40.78,-73.955,40.78,N,534
id3059620,1,2016-01-06 21:53:23,2016-01-06 21:53:58,1,-74.03,40.725,-74.03,40.725,N,35
id2477936,1,2016-01-06 22:10:03,2016-01-06 22:20:03,1,-73.955,40.78,-73.98,40.78,N,600
id1553143,2,2016-01-06 23:16:19,2016-01-06 23:27:16,6,-73.985,40.735,-73.99,40.755,N,657
id2894044,1,2016-01-06 22:19:49,2016-01-06 22:37:27,2,-73.985,40.76,-73.98,40.74,N,1058
id0492134,2,2016-01-06 23:42:17,2016-01-06 23:51:02,1,-73.97,40.755,-73.985,40.72,N,525
id3134178,2,2016-01-06 22:09:00,2016-01-06 22:38:01,1,-74.01,40.72,-73.89,40.765,N,1741
id1080294,2,2016-01-06 21:40:14,2016-01-06 21:51:17,3,-74.0,40.735,-73.98,40.725,N,663
id3821684,1,2016-01-06 22:02:59,2016-01-06 22:20:53,1,-73.99,40.735,-73.955,40.730000000000004,N,1074
id1971792,1,2016-01-06 23:04:49,2016-01-06 23:14:58,1,-74.0,40.72,-73.98,40.715,N,609
id0899960,2,2016-01-06 22:33:10,2016-01-06 22:37:04,1,-73.99,40.730000000000004,-73.985,40.725,N,234
id0294119,2,2016-01-06 21:17:49,2016-01-06 21:26:16,1,-73.995,40.735,-73.995,40.755,N,507
id1504242,1,2016-01-06 22:17:47,2016-01-06 22:27:38,1,-73.97500000000001,40.765,-73.99,40.775,Y,591
id2157630,2,2016-01-06 21:06:37,2016-01-06 21:14:12,1,-73.99,40.76,-73.99,40.745,N,455
id2743430,2,2016-01-06 22:48:51,2016-01-06 22:54:27,1,-73.99,40.77,-73.99,40.75,N,336
id2905939,1,2016-01-06 22:14:24,2016-01-06 22:22:41,1,-73.99,40.730000000000004,-74.005,40.730000000000004,N,497
id0768450,1,2016-01-06 21:23:59,2016-01-06 21:38:28,1,-73.97,40.76,-73.985,40.735,N,869
id3441554,2,2016-01-06 23:06:49,2016-01-06 23:25:30,5,-73.995,40.755,-73.995,40.755,N,1121
id3416397,1,2016-01-06 23:52:05,2016-01-06 23:54:31,1,-73.99,40.75,-74.0,40.75,N,146
id3428366,2,2016-01-06 22:11:46,2016-01-06 22:16:09,1,-73.98,40.69,-73.97,40.69,N,263
id0837330,2,2016-01-06 21:49:39,2016-01-06 21:52:44,3,-73.965,40.77,-73.955,40.78,N,185
id3521570,2,2016-01-06 21:03:18,2016-01-06 21:23:50,6,-74.01,40.71,-73.955,40.78,N,1232
id0890152,1,2016-01-06 23:34:45,2016-01-06 23:36:29,1,-73.965,40.705,-73.965,40.705,N,104
id0814942,1,2016-01-06 22:46:39,2016-01-06 23:02:35,2,-73.97500000000001,40.795,-73.95,40.775,N,956
id3614392,2,2016-01-06 23:38:40,2016-01-06 23:54:56,1,-73.97,40.77,-73.915,40.76,N,976
id0665562,2,2016-01-06 22:40:02,2016-01-06 23:06:01,1,-74.005,40.735,-73.94500000000001,40.71,N,1559
id1180548,1,2016-01-06 22:23:41,2016-01-06 22:35:01,1,-73.97500000000001,40.76,-73.95,40.800000000000004,N,680
id3863027,1,2016-01-06 22:22:30,2016-01-06 22:30:36,2,-73.98,40.775,-73.98,40.76,N,486
id0977190,2,2016-01-06 23:33:40,2016-01-06 23:57:04,3,-73.99,40.735,-73.97,40.68,N,1404
id0041028,1,2016-01-06 22:11:34,2016-01-06 22:23:11,1,-74.005,40.725,-73.985,40.7,N,697
id1969254,1,2016-01-06 21:05:36,2016-01-06 21:12:57,1,-73.96000000000001,40.775,-73.95,40.800000000000004,N,441
id2106362,1,2016-01-06 22:04:30,2016-01-06 22:08:08,1,-73.985,40.765,-73.99,40.77,N,218
id2655623,1,2016-01-06 22:01:37,2016-01-06 22:11:33,2,-73.985,40.76,-74.005,40.74,N,596
id0969815,2,2016-01-06 21:06:41,2016-01-06 21:24:45,1,-74.005,40.735,-73.97,40.755,N,1084
id3375161,2,2016-01-06 21:30:57,2016-01-06 21:39:33,6,-74.005,40.735,-73.985,40.74,N,516
id3046378,2,2016-01-06 21:52:12,2016-01-06 22:06:54,2,-74.01,40.705,-73.985,40.745,N,882
id3184527,2,2016-01-06 22:26:46,2016-01-06 22:44:28,1,-73.995,40.725,-73.955,40.785000000000004,N,1062
id2987094,2,2016-01-06 22:20:58,2016-01-06 22:26:27,1,-73.995,40.730000000000004,-74.005,40.735,N,329
id2409835,2,2016-01-06 22:43:40,2016-01-06 22:51:11,1,-74.015,40.71,-74.005,40.725,N,451
id1076545,2,2016-01-06 23:14:35,2016-01-06 23:41:45,1,-73.79,40.645,-73.92,40.81,N,1630
id3983237,1,2016-01-06 22:13:29,2016-01-06 22:21:45,2,-73.985,40.76,-73.98,40.76,N,496
id1809493,2,2016-01-06 21:01:01,2016-01-06 21:09:49,1,-73.95,40.77,-73.97500000000001,40.785000000000004,N,528
id0694595,2,2016-01-06 21:22:33,2016-01-06 21:41:38,5,-73.785,40.65,-73.905,40.72,N,1145
id3552592,2,2016-01-06 23:13:17,2016-01-06 23:23:03,1,-73.99,40.72,-73.965,40.755,N,586
id2833246,2,2016-01-06 22:03:47,2016-01-07 20:19:22,2,-73.87,40.775,-73.98,40.730000000000004,N,80135
id0920693,2,2016-01-06 21:36:43,2016-01-06 21:55:06,1,-73.985,40.74,-73.94,40.71,N,1103
id2181468,1,2016-01-06 21:37:20,2016-01-06 21:44:10,1,-73.96000000000001,40.77,-73.97500000000001,40.755,N,410
id2089093,2,2016-01-06 22:16:29,2016-01-06 22:34:43,2,-73.96000000000001,40.800000000000004,-74.005,40.75,N,1094
id2763317,2,2016-01-06 22:31:08,2016-01-06 22:34:42,2,-73.98,40.76,-73.99,40.765,N,214
id1822986,1,2016-01-06 21:29:40,2016-01-06 21:41:22,1,-73.94500000000001,40.835,-73.965,40.805,N,702
id3128990,2,2016-01-06 22:22:44,2016-01-06 22:28:29,1,-73.99,40.730000000000004,-73.995,40.715,N,345
id1291896,2,2016-01-06 21:02:30,2016-01-06 21:24:41,3,-73.985,40.765,-74.0,40.705,N,1331
id1664816,1,2016-01-06 23:13:41,2016-01-06 23:25:19,1,-73.985,40.745,-73.96000000000001,40.765,N,698
id1764449,2,2016-01-06 23:58:16,2016-01-07 00:08:20,1,-74.005,40.72,-73.985,40.72,N,604
id2508677,2,2016-01-06 22:43:30,2016-01-06 22:56:12,1,-73.985,40.765,-73.98,40.745,N,762
id0504831,1,2016-01-06 23:56:02,2016-01-06 23:58:45,1,-73.995,40.735,-74.0,40.74,N,163
id3165917,1,2016-01-06 22:19:23,2016-01-06 22:27:49,1,-73.99,40.74,-74.0,40.725,N,506
id3355160,1,2016-01-06 22:50:42,2016-01-06 23:00:57,1,-73.995,40.725,-73.985,40.755,N,615
id0499418,2,2016-01-06 21:14:16,2016-01-06 21:27:14,1,-73.995,40.74,-73.98,40.77,N,778
id2944732,1,2016-01-06 21:23:45,2016-01-06 21:37:14,1,-73.995,40.745,-73.99,40.72,N,809
id3261861,2,2016-01-06 23:26:44,2016-01-06 23:52:49,1,-73.78,40.645,-73.98,40.730000000000004,N,1565
id2361846,2,2016-01-06 21:20:22,2016-01-06 21:29:53,2,-73.97500000000001,40.76,-73.98,40.775,N,571
id1509672,2,2016-01-06 22:59:11,2016-01-06 23:26:15,2,-73.995,40.730000000000004,-73.98,40.605000000000004,N,1624
id0575304,2,2016-01-06 21:52:00,2016-01-06 21:58:12,1,-73.97,40.75,-73.985,40.74,N,372
id0187292,2,2016-01-06 22:47:46,2016-01-06 22:56:04,1,-73.97500000000001,40.725,-73.98,40.715,N,498
id0319183,1,2016-01-06 21:49:03,2016-01-06 21:52:31,1,-73.95,40.78,-73.95,40.77,N,208
id2122866,2,2016-01-06 23:35:19,2016-01-06 23:41:53,2,-73.99,40.725,-74.01,40.715,N,394
id0200205,1,2016-01-06 22:30:59,2016-01-06 22:49:22,1,-74.0,40.730000000000004,-73.98,40.74,N,1103
id2982338,2,2016-01-06 22:36:10,2016-01-06 22:44:19,2,-73.99,40.725,-73.985,40.745,N,489
id2086702,2,2016-01-06 21:19:48,2016-01-06 21:31:32,1,-73.955,40.775,-73.97,40.805,N,704
id3364287,1,2016-01-06 23:34:55,2016-01-06 23:39:15,1,-73.98,40.730000000000004,-73.97500000000001,40.725,N,260
id0045490,1,2016-01-06 21:34:09,2016-01-06 21:38:58,1,-73.97,40.755,-73.97500000000001,40.745,N,289
id2721599,2,2016-01-06 22:25:50,2016-01-06 22:34:47,1,-73.995,40.74,-73.98,40.725,N,537
id1696284,2,2016-01-06 21:40:39,2016-01-06 21:48:44,1,-73.985,40.77,-73.965,40.76,N,485
id2393903,2,2016-01-06 23:07:05,2016-01-06 23:27:41,5,-74.005,40.730000000000004,-73.97,40.755,N,1236
id3962963,1,2016-01-06 22:16:43,2016-01-06 22:24:25,2,-73.985,40.755,-73.985,40.77,N,462
id1274530,2,2016-01-06 23:40:04,2016-01-06 23:44:10,5,-73.97,40.76,-73.97500000000001,40.755,N,246
id0745212,2,2016-01-06 22:33:14,2016-01-06 22:35:26,3,-73.985,40.755,-73.98,40.765,N,132
id0766199,1,2016-01-06 21:56:38,2016-01-06 22:01:33,1,-73.965,40.76,-73.955,40.77,N,295
id0230873,1,2016-01-06 21:52:14,2016-01-06 22:03:33,1,-73.995,40.745,-74.015,40.71,N,679
id1220956,1,2016-01-06 22:24:52,2016-01-06 22:31:58,1,-73.965,40.775,-73.98,40.765,N,426
id3304612,1,2016-01-06 22:36:13,2016-01-06 22:42:05,1,-73.97500000000001,40.765,-73.98,40.785000000000004,N,352
id3621542,1,2016-01-06 21:25:56,2016-01-06 21:32:11,1,-73.985,40.765,-73.995,40.755,N,375
id2756942,2,2016-01-06 23:41:11,2016-01-06 23:52:21,1,-73.98,40.78,-73.96000000000001,40.765,N,670
id1203938,1,2016-01-06 23:50:12,2016-01-06 23:58:54,1,-73.98,40.775,-73.955,40.805,N,522
id2402155,2,2016-01-06 21:30:17,2016-01-06 21:49:47,5,-73.955,40.78,-73.995,40.745,N,1170
id3969401,2,2016-01-06 22:00:10,2016-01-06 22:27:43,3,-73.795,40.645,-73.955,40.785000000000004,N,1653
id2350859,1,2016-01-06 21:50:20,2016-01-06 21:56:45,2,-73.985,40.730000000000004,-73.985,40.745,N,385
id1771803,1,2016-01-06 21:16:28,2016-01-06 21:18:44,1,-73.955,40.765,-73.95,40.775,N,136
id1448820,1,2016-01-06 23:08:05,2016-01-06 23:14:27,1,-73.97500000000001,40.765,-73.955,40.78,N,382
id3401426,1,2016-01-06 21:23:23,2016-01-06 22:09:40,1,-73.775,40.645,-73.98,40.765,N,2777
id2832386,2,2016-01-06 21:43:57,2016-01-06 21:54:57,5,-73.97500000000001,40.72,-73.985,40.72,N,660
id3125658,2,2016-01-06 21:17:22,2016-01-06 21:23:44,1,-73.955,40.78,-73.935,40.795,N,382
id2959668,2,2016-01-06 22:41:29,2016-01-06 22:51:47,1,-74.005,40.75,-74.015,40.71,N,618
id3108888,1,2016-01-06 21:14:39,2016-01-06 21:27:23,1,-73.99,40.72,-73.985,40.745,N,764
id3187205,1,2016-01-06 21:27:27,2016-01-06 21:33:39,1,-73.985,40.76,-73.99,40.765,N,372
id3114653,2,2016-01-06 22:45:35,2016-01-06 22:59:20,3,-73.99,40.76,-73.94500000000001,40.845,N,825
id2356976,1,2016-01-06 22:26:45,2016-01-06 22:37:41,1,-73.97500000000001,40.76,-73.98,40.74,N,656
id1032153,2,2016-01-06 21:51:11,2016-01-06 22:05:04,2,-73.97500000000001,40.74,-73.995,40.755,N,833
id2126540,1,2016-01-06 23:21:46,2016-01-06 23:34:03,4,-73.955,40.775,-73.97,40.75,N,737
id3685776,2,2016-01-06 21:46:16,2016-01-06 21:56:36,4,-74.01,40.705,-73.995,40.72,N,620
id0764459,2,2016-01-06 22:34:27,2016-01-06 23:05:54,6,-73.98,40.78,-73.905,40.705,N,1887
id1670956,2,2016-01-06 23:05:48,2016-01-06 23:07:36,1,-73.985,40.730000000000004,-73.99,40.725,N,108
id1225110,1,2016-01-06 23:14:20,2016-01-06 23:34:45,1,-73.78,40.645,-73.915,40.775,N,1225
id3274042,2,2016-01-06 22:51:48,2016-01-06 22:55:21,1,-73.985,40.725,-73.99,40.735,N,213
id2218954,1,2016-01-06 23:20:23,2016-01-06 23:38:15,1,-73.98,40.765,-73.95,40.825,N,1072
id3210452,2,2016-01-06 21:18:29,2016-01-06 21:31:59,1,-73.99,40.76,-73.95,40.775,N,810
id3662090,2,2016-01-06 22:28:39,2016-01-06 22:54:56,6,-73.99,40.735,-73.94500000000001,40.805,N,1577
id1248213,2,2016-01-06 21:02:47,2016-01-06 21:20:44,1,-73.955,40.785000000000004,-73.99,40.75,N,1077
id1185601,2,2016-01-06 21:44:51,2016-01-06 21:49:36,2,-73.98,40.68,-73.965,40.675000000000004,N,285
id3201202,2,2016-01-06 21:52:30,2016-01-06 22:07:50,1,-73.99,40.735,-73.95,40.77,N,920
id0736140,2,2016-01-06 22:35:59,2016-01-06 22:41:57,1,-73.98,40.76,-73.965,40.755,N,358
