id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2282206,1,2016-01-04 16:32:42,2016-01-04 16:51:19,2,-73.96000000000001,40.81,-73.995,40.755,N,1117
id3315494,2,2016-01-04 15:09:16,2016-01-04 15:28:40,3,-73.97500000000001,40.79,-73.965,40.765,N,1164
id1293712,1,2016-01-04 17:16:42,2016-01-04 17:22:07,1,-73.98,40.77,-73.98,40.775,N,325
id1681037,2,2016-01-04 15:45:53,2016-01-04 16:04:46,6,-74.0,40.725,-73.97500000000001,40.76,N,1133
id3688309,1,2016-01-04 17:40:26,2016-01-04 18:12:30,1,-74.015,40.71,-73.915,40.87,N,1924
id3650113,2,2016-01-04 16:37:30,2016-01-04 16:50:59,1,-73.97500000000001,40.76,-73.965,40.795,N,809
id3767802,1,2016-01-04 15:55:36,2016-01-04 15:57:28,1,-73.97500000000001,40.745,-73.97500000000001,40.745,N,112
id2858240,1,2016-01-04 17:52:48,2016-01-04 17:56:29,1,-73.955,40.785000000000004,-73.96000000000001,40.775,N,221
id0452184,2,2016-01-04 15:32:47,2016-01-04 15:41:10,5,-73.965,40.795,-73.98,40.78,N,503
id2678508,2,2016-01-04 15:16:11,2016-01-04 15:32:54,1,-73.995,40.745,-73.97,40.785000000000004,N,1003
id2222114,2,2016-01-04 16:48:23,2016-01-04 16:51:42,1,-73.965,40.77,-73.96000000000001,40.78,N,199
id3581324,2,2016-01-04 15:40:09,2016-01-04 15:50:10,6,-73.96000000000001,40.77,-73.98,40.75,N,601
id0506858,2,2016-01-04 15:10:28,2016-01-04 15:15:17,1,-73.97500000000001,40.76,-73.985,40.75,N,289
id0601279,2,2016-01-04 16:54:22,2016-01-04 17:09:40,1,-73.95,40.775,-73.97500000000001,40.785000000000004,N,918
id3545981,1,2016-01-04 17:30:19,2016-01-04 17:46:54,3,-73.935,40.815,-73.93,40.83,N,995
id2976848,2,2016-01-04 17:02:37,2016-01-04 17:52:41,3,-73.98,40.735,-73.78,40.645,N,3004
id0153305,2,2016-01-04 17:52:35,2016-01-04 17:59:53,1,-73.965,40.76,-73.98,40.735,N,438
id0041519,2,2016-01-04 17:24:23,2016-01-04 17:38:19,1,-73.97,40.76,-73.98,40.78,N,836
id3222181,2,2016-01-04 15:15:16,2016-01-04 15:26:23,1,-74.015,40.705,-74.005,40.730000000000004,N,667
id3707683,2,2016-01-04 16:09:03,2016-01-04 16:23:49,1,-73.96000000000001,40.78,-73.98,40.75,N,886
id2354902,2,2016-01-04 17:20:30,2016-01-04 17:30:21,1,-73.97,40.785000000000004,-73.99,40.765,N,591
id0235428,1,2016-01-04 17:45:32,2016-01-04 17:56:15,2,-73.97500000000001,40.755,-73.96000000000001,40.77,N,643
id1397503,2,2016-01-04 15:46:24,2016-01-04 16:00:08,2,-73.955,40.79,-73.98,40.79,N,824
id0887268,2,2016-01-04 16:58:37,2016-01-04 17:08:02,1,-73.99,40.730000000000004,-73.97500000000001,40.755,N,565
id1640205,1,2016-01-04 15:26:21,2016-01-04 15:27:03,1,-73.875,40.775,-73.875,40.775,N,42
id1409125,2,2016-01-04 16:38:17,2016-01-04 16:43:37,1,-73.995,40.74,-74.005,40.74,N,320
id0586133,2,2016-01-04 15:31:35,2016-01-04 15:33:31,1,-73.95,40.78,-73.955,40.78,N,116
id0276233,1,2016-01-04 15:24:21,2016-01-04 15:30:43,1,-73.95,40.77,-73.965,40.755,N,382
id0161009,1,2016-01-04 16:07:30,2016-01-04 16:19:28,1,-74.005,40.745,-73.985,40.78,N,718
