id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3030238,1,2016-01-04 11:50:30,2016-01-04 11:57:45,1,-73.995,40.735,-73.995,40.75,N,435
id2648902,2,2016-01-04 09:36:30,2016-01-04 09:45:30,1,-73.99,40.745,-73.97500000000001,40.75,N,540
id1931250,1,2016-01-04 10:27:22,2016-01-04 10:32:30,1,-73.98,40.75,-73.97,40.76,N,308
id2934301,1,2016-01-04 09:10:50,2016-01-04 09:22:16,1,-73.98,40.730000000000004,-73.985,40.745,N,686
id2816674,2,2016-01-04 10:53:39,2016-01-04 11:13:02,2,-73.965,40.805,-73.955,40.765,N,1163
id3530119,1,2016-01-04 09:43:43,2016-01-04 10:05:43,4,-73.985,40.755,-74.015,40.705,N,1320
id3349956,2,2016-01-04 11:37:00,2016-01-04 12:01:49,2,-73.97,40.77,-73.97500000000001,40.785000000000004,N,1489
id1101039,1,2016-01-04 11:48:11,2016-01-04 11:57:49,1,-73.965,40.755,-73.99,40.735,N,578
id0134681,2,2016-01-04 09:05:51,2016-01-04 09:16:15,1,-73.955,40.78,-73.96000000000001,40.800000000000004,N,624
id3314293,1,2016-01-04 09:04:41,2016-01-04 09:17:14,1,-73.985,40.75,-73.97500000000001,40.765,N,753
id2224513,2,2016-01-04 09:35:44,2016-01-04 09:47:36,1,-73.97500000000001,40.765,-73.99,40.775,N,712
id1610678,2,2016-01-04 11:18:15,2016-01-04 11:29:47,1,-73.995,40.76,-73.99,40.75,N,692
id3508417,2,2016-01-04 10:35:53,2016-01-04 10:38:53,2,-73.985,40.77,-73.98,40.775,N,180
id2860316,2,2016-01-04 10:50:57,2016-01-04 10:56:19,5,-73.97500000000001,40.79,-73.97500000000001,40.785000000000004,N,322
id1498413,1,2016-01-04 11:08:24,2016-01-04 11:15:03,1,-73.97500000000001,40.735,-73.985,40.745,N,399
id0019657,1,2016-01-04 09:40:30,2016-01-04 09:48:50,1,-73.97500000000001,40.775,-73.96000000000001,40.78,N,500
id3276851,2,2016-01-04 10:16:40,2016-01-04 10:30:23,1,-73.95,40.775,-73.96000000000001,40.765,N,823
id2817535,1,2016-01-04 10:26:18,2016-01-04 10:42:21,1,-73.95,40.775,-73.97500000000001,40.755,N,963
id1790760,2,2016-01-04 11:16:06,2016-01-04 11:25:58,2,-73.94500000000001,40.78,-73.965,40.775,N,592
id1391831,1,2016-01-04 11:51:51,2016-01-04 12:01:49,4,-73.96000000000001,40.775,-73.965,40.76,N,598
id2412371,1,2016-01-04 10:42:35,2016-01-04 10:48:51,1,-73.97,40.765,-73.97500000000001,40.76,N,376
id2557551,1,2016-01-04 11:30:07,2016-01-04 12:04:32,1,-73.78,40.645,-73.96000000000001,40.745,N,2065
