id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id1870624,1,2016-01-05 15:29:54,2016-01-05 15:39:07,3,-73.95,40.77,-73.96000000000001,40.76,N,553
id3942339,1,2016-01-05 17:58:04,2016-01-05 18:13:38,1,-73.98,40.755,-73.99,40.75,N,934
id1925002,1,2016-01-05 17:33:45,2016-01-05 18:02:45,1,-73.97500000000001,40.785000000000004,-73.98,40.745,N,1740
id2825944,1,2016-01-05 16:26:00,2016-01-05 16:59:56,1,-73.99,40.715,-74.0,40.660000000000004,N,2036
id1000535,1,2016-01-05 15:35:54,2016-01-05 15:45:48,1,-73.95,40.78,-73.96000000000001,40.765,N,594
id1954597,1,2016-01-05 17:13:10,2016-01-05 17:14:21,1,-73.965,40.76,-73.97,40.755,N,71
id3649965,2,2016-01-05 15:08:46,2016-01-05 15:21:32,5,-73.985,40.75,-73.965,40.775,N,766
id1512551,1,2016-01-05 16:05:52,2016-01-05 16:19:31,1,-73.995,40.745,-73.97,40.76,N,819
id2367760,2,2016-01-05 17:20:20,2016-01-05 17:28:44,1,-73.96000000000001,40.775,-73.97,40.765,N,504
id2735981,2,2016-01-05 17:04:08,2016-01-05 17:35:50,1,-73.97,40.75,-73.795,40.775,N,1902
id0661127,1,2016-01-05 16:43:02,2016-01-05 16:48:44,3,-73.97,40.795,-73.965,40.79,N,342
id3283899,1,2016-01-05 16:41:30,2016-01-05 16:51:28,1,-73.97500000000001,40.765,-73.99,40.77,N,598
id1861543,2,2016-01-05 17:45:46,2016-01-05 17:49:43,1,-73.97500000000001,40.75,-73.97500000000001,40.745,N,237
id0145442,2,2016-01-05 16:40:54,2016-01-05 16:47:15,1,-73.99,40.775,-73.97500000000001,40.765,N,381
id2440051,2,2016-01-05 17:03:40,2016-01-05 17:08:31,1,-73.99,40.77,-73.98,40.785000000000004,N,291
id2091298,1,2016-01-05 17:35:19,2016-01-05 17:43:17,1,-73.965,40.76,-73.98,40.77,N,478
id0203409,2,2016-01-05 15:43:21,2016-01-05 15:53:51,2,-73.985,40.730000000000004,-74.0,40.725,N,630
id3445745,1,2016-01-05 15:07:32,2016-01-05 15:17:00,1,-73.96000000000001,40.77,-73.97500000000001,40.765,N,568
id1764218,1,2016-01-05 17:40:06,2016-01-05 17:51:58,1,-73.97,40.765,-73.965,40.79,N,712
id2943371,1,2016-01-05 15:17:29,2016-01-05 15:23:32,1,-73.96000000000001,40.775,-73.97,40.78,N,363
id3683642,1,2016-01-05 15:12:50,2016-01-05 15:35:09,1,-73.97,40.765,-73.915,40.775,N,1339
id0697290,2,2016-01-05 15:39:39,2016-01-05 15:51:43,5,-73.99,40.765,-73.965,40.775,N,724
id3391449,1,2016-01-05 15:14:15,2016-01-05 15:29:41,1,-73.97,40.79,-73.96000000000001,40.775,N,926
id0172753,2,2016-01-05 17:50:59,2016-01-05 17:55:17,1,-73.955,40.765,-73.955,40.77,N,258
